arm,available,collisions,condition,cost,decisions,endpoint,exhausted,family_id,history_id,house,legacy_label,model,parent_family_id,path,planned,premature_stop,rank,ready_at_stop,seed,status,stopped,stratum,task_id
REPAIR,True,2,105,1.0,33,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen,2azQ1b91cZZ,UNKNOWN,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0630,True,True,630,False,1210,FAIL,True,terminal_present,task_T
ORIGINAL,True,0,105,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0631,True,False,631,True,1211,PASS,True,terminal_present,task_T
REPAIR,True,0,105,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0632,True,False,632,True,1211,PASS,True,terminal_present,task_T
ORIGINAL,True,0,105,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0633,True,False,633,True,1209,PASS,True,terminal_present,task_T
REPAIR,True,0,105,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0634,True,False,634,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,2,105,1.0,33,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0635,True,True,635,False,1210,FAIL,True,terminal_present,task_T
ORIGINAL,True,0,106,0.042,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0636,True,False,636,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,0,106,0.042,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0637,True,False,637,True,1211,PASS,True,terminal_present,task_A
ORIGINAL,True,0,106,0.042,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0638,True,False,638,True,1209,PASS,True,terminal_present,task_A
REPAIR,True,0,106,0.042,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0639,True,False,639,True,1209,PASS,True,terminal_present,task_A
ORIGINAL,True,2,106,1.0,31,main,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0640,True,True,640,False,1210,FAIL,True,terminal_present,task_A
REPAIR,True,2,106,1.0,31,main,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,UNKNOWN,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0641,True,True,641,False,1210,FAIL,True,terminal_present,task_A
REPAIR,True,0,107,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0642,True,False,642,True,1211,PASS,True,terminal_present,task_T
ORIGINAL,True,0,107,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0643,True,False,643,True,1209,PASS,True,terminal_present,task_T
REPAIR,True,0,107,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0644,True,False,644,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,2,107,1.0,33,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0645,True,True,645,False,1210,FAIL,True,terminal_present,task_T
REPAIR,True,2,107,1.0,33,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,UNKNOWN,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0646,True,True,646,False,1210,FAIL,True,terminal_present,task_T
ORIGINAL,True,0,107,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0647,True,False,647,True,1211,PASS,True,terminal_present,task_T
ORIGINAL,True,0,108,1.0,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0648,True,True,648,False,1209,FAIL,True,terminal_present,task_A
REPAIR,True,0,108,1.0,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0649,True,True,649,False,1209,FAIL,True,terminal_present,task_A
ORIGINAL,True,472,108,1.0,500,main,True,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0650,True,False,650,False,1210,FAIL,False,terminal_present,task_A
REPAIR,True,472,108,1.0,500,main,True,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,UNKNOWN,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0651,True,False,651,False,1210,FAIL,False,terminal_present,task_A
ORIGINAL,True,0,108,1.0,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0652,True,True,652,False,1211,FAIL,True,terminal_present,task_A
REPAIR,True,0,108,1.0,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0653,True,True,653,False,1211,FAIL,True,terminal_present,task_A
REPAIR,True,0,109,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0654,True,False,654,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,472,109,1.0,500,control,True,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0655,True,False,655,False,1210,FAIL,False,terminal_present,task_T
REPAIR,True,2,109,1.0,33,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,UNKNOWN,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0656,True,True,656,False,1210,FAIL,True,terminal_present,task_T
ORIGINAL,True,0,109,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0657,True,False,657,True,1211,PASS,True,terminal_present,task_T
REPAIR,True,0,109,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0658,True,False,658,True,1211,PASS,True,terminal_present,task_T
ORIGINAL,True,0,109,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0659,True,False,659,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,2,110,1.0,31,main,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0660,True,True,660,False,1210,FAIL,True,terminal_present,task_A
REPAIR,True,472,110,1.0,500,main,True,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,UNKNOWN,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0661,True,False,661,False,1210,FAIL,False,terminal_present,task_A
ORIGINAL,True,0,110,1.0,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0662,True,True,662,False,1211,FAIL,True,terminal_present,task_A
REPAIR,True,0,110,1.0,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0663,True,True,663,False,1211,FAIL,True,terminal_present,task_A
ORIGINAL,True,0,110,1.0,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0664,True,True,664,False,1209,FAIL,True,terminal_present,task_A
REPAIR,True,0,110,1.0,21,main,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0665,True,True,665,False,1209,FAIL,True,terminal_present,task_A
REPAIR,True,2,111,1.0,33,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,UNKNOWN,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0666,True,True,666,False,1210,FAIL,True,terminal_present,task_T
ORIGINAL,True,0,111,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0667,True,False,667,True,1211,PASS,True,terminal_present,task_T
REPAIR,True,0,111,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0668,True,False,668,True,1211,PASS,True,terminal_present,task_T
ORIGINAL,True,0,111,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0669,True,False,669,True,1209,PASS,True,terminal_present,task_T
REPAIR,True,0,111,0.042,21,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0670,True,False,670,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,2,111,1.0,33,control,False,IDENT_b5282c87ae6ba1f6f5a4,missing_sham,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0671,True,True,671,False,1210,FAIL,True,terminal_present,task_T
ORIGINAL,True,0,112,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0672,True,False,672,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,0,112,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0673,True,False,673,True,1211,PASS,True,terminal_present,task_A
ORIGINAL,True,0,112,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0674,True,False,674,True,1209,PASS,True,terminal_present,task_A
REPAIR,True,0,112,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0675,True,False,675,True,1209,PASS,True,terminal_present,task_A
ORIGINAL,True,0,112,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0676,True,False,676,True,1210,PASS,True,terminal_present,task_A
REPAIR,True,0,112,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0677,True,False,677,True,1210,PASS,True,terminal_present,task_A
REPAIR,True,0,113,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0678,True,False,678,True,1211,PASS,True,terminal_present,task_T
ORIGINAL,True,0,113,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0679,True,False,679,True,1209,PASS,True,terminal_present,task_T
REPAIR,True,0,113,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0680,True,False,680,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,0,113,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0681,True,False,681,True,1210,PASS,True,terminal_present,task_T
REPAIR,True,0,113,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0682,True,False,682,True,1210,PASS,True,terminal_present,task_T
ORIGINAL,True,0,113,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0683,True,False,683,True,1211,PASS,True,terminal_present,task_T
ORIGINAL,True,0,114,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0684,True,False,684,True,1209,PASS,True,terminal_present,task_A
REPAIR,True,0,114,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0685,True,False,685,True,1209,PASS,True,terminal_present,task_A
ORIGINAL,True,0,114,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0686,True,False,686,True,1210,PASS,True,terminal_present,task_A
REPAIR,True,0,114,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0687,True,False,687,True,1210,PASS,True,terminal_present,task_A
ORIGINAL,True,0,114,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0688,True,False,688,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,0,114,0.058,29,main,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0689,True,False,689,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,0,115,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0690,True,False,690,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,0,115,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0691,True,False,691,True,1210,PASS,True,terminal_present,task_T
REPAIR,True,0,115,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0692,True,False,692,True,1210,PASS,True,terminal_present,task_T
ORIGINAL,True,0,115,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0693,True,False,693,True,1211,PASS,True,terminal_present,task_T
REPAIR,True,0,115,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0694,True,False,694,True,1211,PASS,True,terminal_present,task_T
ORIGINAL,True,0,115,0.058,29,control,False,IDENT_cf89bb44251a5e92b71b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0695,True,False,695,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,0,116,1.0,29,main,False,IDENT_cf89bb44251a5e92b71b,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0696,True,True,696,False,1210,FAIL,True,terminal_present,task_A
REPAIR,True,0,116,1.0,29,main,False,IDENT_cf89bb44251a5e92b71b,missing,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0697,True,True,697,False,1210,FAIL,True,terminal_present,task_A
ORIGINAL,True,0,116,1.0,29,main,False,IDENT_cf89bb44251a5e92b71b,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0698,True,True,698,False,1211,FAIL,True,terminal_present,task_A
REPAIR,True,0,116,1.0,29,main,False,IDENT_cf89bb44251a5e92b71b,missing,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0699,True,True,699,False,1211,FAIL,True,terminal_present,task_A
ORIGINAL,True,0,116,1.0,29,main,False,IDENT_cf89bb44251a5e92b71b,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0700,True,True,700,False,1209,FAIL,True,terminal_present,task_A
REPAIR,True,0,116,1.0,29,main,False,IDENT_cf89bb44251a5e92b71b,missing,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_cf89bb44251a5e92b71b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0701,True,True,701,False,1209,FAIL,True,terminal_present,task_A
